from_node,to_node,distance
JP_598159517,JP_598159601,99.42531424425509
JP_598159518,JP_598159505,73.53267227158496
JP_598159518,JP_8933032542,40.246288631664264
JP_598159518,JP_598159608,97.87328433496465
JP_598159519,JP_4317313186,71.8054780411303
JP_598159519,JP_598159516,99.75728307119098
JP_598159519,JP_598159506,85.14074503677864
JP_598159520,JP_598159521,99.29956602136974
JP_598159520,JP_598159641,178.11030780339658
JP_598159521,JP_598159523,9.994007846711773
JP_598159521,JP_2631885802,96.33086694343734
JP_598159523,JP_598159526,83.1855892610065
JP_598159523,JP_598159525,99.12743623376474
JP_598159525,JP_598159520,11.125668931116856
JP_598159525,JP_598159607,99.50468220568257
JP_598159526,JP_598159512,125.80734062200285
JP_598159526,JP_2054885302,7.0871745870269125
JP_598159528,JP_2054885302,98.90707427061976
JP_598159528,JP_598159525,90.61809635666943
JP_598159530,JP_7211080156,644.602891055975
JP_598159530,JP_603856687,94.06218421918754
JP_598159535,JP_2264618748,69.52396592226663
JP_598159535,JP_598159548,132.3201500823113
JP_598159542,JP_598159487,189.97805874158797
JP_598159542,JP_598159567,138.45283874897785
JP_598159548,JP_598159556,95.20448430954923
JP_598159548,JP_598159542,159.06457184633462
JP_598159550,JP_2531218306,112.08695043309537
JP_598159550,JP_598159556,158.12510720539265
JP_598159551,JP_2264618789,128.18023135897724
JP_598159551,JP_587648821,183.0835101093056
JP_598159556,JP_598159557,149.9277672612728
JP_598159556,JP_2264618748,128.68337851085502
JP_598159556,JP_598159550,158.12510720539265
JP_598159557,JP_598159542,94.36906209153226
JP_598159557,JP_598159576,134.193710608318
JP_598159557,JP_598159556,149.9277672612728
JP_598159567,JP_598159487,107.91628756427382
JP_598159567,JP_598159576,90.88846753362343
JP_598159567,JP_598159569,114.20361029396297
JP_598159569,JP_598159488,167.52871952559016
JP_598159569,JP_3003796330,79.37683710391177
JP_598159571,JP_598159579,158.86314316545418
JP_598159571,JP_8933032562,16.90211471346931
JP_598159574,JP_2531218288,113.4800338791076
JP_598159576,JP_598159579,108.42907886735955
JP_598159576,JP_598159557,134.193710608318
JP_598159576,JP_598159574,161.3139108409886
JP_598159579,JP_598159569,89.84255173629484
JP_598159579,JP_598159576,108.42907886735955
JP_598159579,JP_598159586,78.63077076892522
JP_598159586,JP_598159592,181.2897890966517
JP_598159586,JP_602384074,154.05113468932396
JP_598159586,JP_598159579,78.63077076892522
JP_598159590,JP_598159501,78.12424897748299
JP_598159590,JP_598159596,118.78527455718424
JP_598159592,JP_598159590,76.7029223182358
JP_598159592,JP_598159586,181.2897890966517
JP_598159593,JP_598159594,116.83186900876991
JP_598159593,JP_7386122840,164.60230906046948
JP_598159594,JP_598159592,42.80740555478995
JP_598159595,JP_598159596,99.83622235747978
JP_598159595,JP_587648819,120.0793672144241
JP_598159595,JP_598159594,112.21031404830596
JP_598159596,JP_598159505,97.92305534335789
JP_598159596,JP_598159595,99.83622235747978
JP_598159596,JP_598159608,68.92565316344401
JP_598159599,JP_598159604,98.47341238400801
JP_598159599,JP_598159878,125.10857971706733
JP_598159600,JP_598159599,12.032777511221541
JP_598159600,JP_598159602,100.60597382363443
JP_598159601,JP_598159606,99.14996092698948
JP_598159601,JP_598159600,162.20698098648856
JP_598159601,JP_598159517,99.42531424425509
JP_598159602,JP_2951565892,106.984120380298
JP_598159602,JP_598159603,13.298142072490814
JP_598159602,JP_598159606,161.96414074219172
JP_598159603,JP_1869448215,106.99714667301019
JP_598159603,JP_598159602,13.298142072490814
JP_598159603,JP_598159599,100.85603717830197
JP_598159604,JP_598159520,100.5844494191261
JP_598159604,JP_598159607,11.942535569189209
JP_598159605,JP_2531218257,11.230687260878868
JP_598159605,JP_2531218260,131.6104939946382
JP_598159606,JP_8933032552,96.13688450797356
JP_598159606,JP_598159605,109.04799684297004
JP_598159607,JP_598159517,160.73125686482481
JP_598159607,JP_598159600,98.94482910329697
JP_598159608,JP_598159601,75.04908708051995
JP_598159608,JP_598159518,97.87328433496465
JP_598159631,JP_7265522183,80.85306608381362
JP_598159631,JP_7265522180,97.0718888652971
JP_598159631,JP_7600933299,77.18494156357917
JP_598159635,JP_2022223716,42.01970895066673
JP_598159635,JP_604064375,111.23684242570354
JP_598159639,JP_8932910750,23.03018765907445
JP_598159639,JP_6157244369,405.1763431223091
JP_598159641,JP_2082818247,76.48777501485118
JP_598159641,JP_598159880,98.20439531666243
JP_598159642,JP_598159641,101.83956990017774
JP_598159642,JP_598159521,202.75272302850615
JP_598159645,JP_598159649,101.45485952562025
JP_598159645,JP_598159661,228.04453944145743
JP_598159645,JP_8933032546,201.0762330230089
JP_598159649,JP_8933032543,172.94465710974796
JP_598159649,JP_598159645,101.45485952562025
JP_598159649,JP_598159642,97.8563067454267
JP_598159656,JP_598159658,11.134080415376916
JP_598159656,JP_598159639,124.2332951841234
JP_598159658,JP_1869477890,110.38564951677843
JP_598159658,JP_598159727,76.79422079365415
JP_598159659,JP_598159662,97.78224330635646
JP_598159659,JP_2082818192,77.82437522760974
JP_598159660,JP_598159886,212.60062897030676
JP_598159660,JP_598159659,103.51913866983269
JP_598159661,JP_598159669,162.80887561800844
JP_598159661,JP_1869467729,96.93617940823296
JP_598159661,JP_598159645,228.04453944145743
JP_598159662,JP_598159661,98.58064144835609
JP_598159662,JP_598159649,227.73307614904994
JP_598159664,JP_598159886,103.55201370077745
JP_598159664,JP_598159659,195.5133147042495
JP_598159664,JP_598159740,62.673206287752166
JP_598159669,JP_598159661,162.80887561800844
JP_598159669,JP_2631886344,99.12776430100695
JP_598159675,JP_598159677,85.73539975435325
JP_598159676,JP_598159681,74.86528273312724
JP_598159676,JP_2068573031,76.44667271644305
JP_598159676,JP_598159732,76.32805380541538
JP_598159677,JP_598159729,46.336796484447675
JP_598159677,JP_598159675,85.73539975435325
JP_598159677,JP_598159732,78.239909227993
JP_598159681,JP_598159677,76.50998011520319
JP_598159681,JP_598159676,74.86528273312724
JP_598159681,JP_7265522152,237.71301941822935
JP_598159697,JP_598159702,67.04225604192723
JP_598159697,JP_598159716,105.71980625723923
JP_598159697,JP_598159699,164.97742606869875
JP_598159699,JP_7265522152,5.647461473856936
JP_598159699,JP_598159716,68.44229136557232
JP_598159699,JP_598159697,164.97742606869878
JP_598159701,JP_598159710,136.7302892696165
JP_598159701,JP_598159716,65.85686651575594
JP_598159701,JP_598159702,105.69205011278211
JP_598159701,JP_598159715,75.23592081722418
JP_598159702,JP_598159697,67.04225604192723
JP_598159702,JP_598159701,105.69205011278211
JP_598159702,JP_7265581287,80.81448717530408
JP_598159702,JP_7600933294,80.00855120313814
JP_598159706,JP_598159707,74.4357134574527
JP_598159706,JP_2022117185,74.59090491677833
JP_598159706,JP_598159721,138.29749500697372
JP_598159707,JP_598159715,137.23264330040953
JP_598159707,JP_598159710,76.20893979490691
JP_598159709,JP_7265581292,75.80576232827579
JP_598159709,JP_598159822,75.02161156678709
JP_598159709,JP_598159710,143.14707029373747
JP_598159709,JP_598159766,231.77516251393848
JP_598159710,JP_598159701,136.7302892696165
JP_598159710,JP_2022116286,96.16778807672702
JP_598159710,JP_598159709,143.14707029373747
JP_598159711,JP_8935982520,17.304979469333922
JP_598159711,JP_8935977012,13.527616524828614
JP_598159711,JP_8935982525,34.13694424195132
JP_598159712,JP_8935982526,32.69470130952675
JP_598159712,JP_598159713,75.23012556123612
JP_598159712,JP_8935982517,13.72879261059362
JP_598159713,JP_598159676,171.03308145415878
JP_598159713,JP_598159714,74.59555161771502
JP_598159713,JP_598159712,75.23012556123612
JP_598159714,JP_598159713,74.59555161771502
JP_598159714,JP_598159681,171.77378659208807
JP_598159714,JP_7265522152,74.66893494526516
JP_598159715,JP_598159721,75.23046360962938
JP_598159715,JP_2630655437,64.21772575363008
JP_598159715,JP_598159701,75.23592081722418
JP_598159716,JP_598159697,105.71980625723923
JP_598159716,JP_598159699,68.44229136557232
JP_598159716,JP_598159701,65.85686651575594
JP_598159717,JP_598159718,76.97634911687916
JP_598159717,JP_598159834,73.53961527857584
JP_598159717,JP_598159749,135.7376599865756
JP_598159718,JP_598159719,73.71315892736918
JP_598159718,JP_598159717,76.97634911687916
JP_598159718,JP_1857999602,134.43303305813987
JP_598159719,JP_598159721,74.37930197925358
JP_598159719,JP_598159718,73.71315892736918
JP_598159719,JP_2022117185,136.31432313870022
JP_598159721,JP_598159715,75.23046360962938
JP_598159721,JP_598159719,74.37930197925358
JP_598159721,JP_598159713,137.71587048703896
JP_598159723,JP_590322666,134.02466131755082
JP_598159723,JP_598159726,74.73972669029715
JP_598159726,JP_598159730,134.36132054396128
JP_598159726,JP_598159656,72.6212399116977
JP_598159727,JP_1869467702,120.8667413275975
JP_598159727,JP_1869467698,147.2487461435474
JP_598159729,JP_598159656,132.89172604446006
JP_598159729,JP_598159730,74.53276520833558
JP_598159730,JP_590322666,77.16148166513176
JP_598159730,JP_598159726,134.36132054396128
JP_598159730,JP_598159729,74.53276520833558
JP_598159731,JP_2068573031,75.98476321199483
JP_598159731,JP_598159732,74.91681478242636
JP_598159731,JP_1857999641,75.80906578888272
JP_598159732,JP_598159730,58.4488398096504
JP_598159732,JP_598159677,78.239909227993
JP_598159732,JP_598159731,74.91681478242636
JP_598159733,JP_1857999657,76.13680196313248
JP_598159735,JP_598159737,12.847419686796854
JP_598159735,JP_598159733,73.77837342496875
JP_598159736,JP_2631886344,27.314008346257097
JP_598159737,JP_598159738,60.54368027019498
JP_598159737,JP_598159743,185.20479660201087
JP_598159738,JP_598159739,110.52121577898916
JP_598159738,JP_598159736,81.15759473878282
JP_598159739,JP_598159744,77.92494866574577
JP_598159739,JP_598159740,98.33087519769123
JP_598159740,JP_598159736,96.88305605687779
