node_id,longitude,latitude
JP_639039149,-34.8318925,-7.1818046
JP_639039162,-34.8341489,-7.1789491
JP_639039167,-34.8340349,-7.1824865
JP_639039169,-34.8320454,-7.1813635
JP_639039171,-34.8342669,-7.1820834
JP_639039174,-34.8344889,-7.1816962
JP_639039178,-34.8329332,-7.1824027
JP_639039196,-34.8337365,-7.1806763
JP_639039199,-34.833705,-7.1794375
JP_639039202,-34.8336983,-7.1789558
JP_639039209,-34.8306499,-7.1795255
JP_639039212,-34.8306305,-7.1790297
JP_639039218,-34.8320675,-7.1794854
JP_639039221,-34.8318341,-7.1794947
JP_639039236,-34.8320434,-7.1790037
JP_639039249,-34.8338263,-7.1828837
JP_639039258,-34.8318824,-7.1813761
JP_639040045,-34.830838,-7.176547
JP_639040046,-34.8307277,-7.1751942
JP_639040047,-34.8323196,-7.1742415
JP_639040048,-34.8301658,-7.1743087
JP_639040049,-34.8286762,-7.1800599
JP_639040050,-34.8286289,-7.1778301
JP_639040051,-34.836933,-7.1800841
JP_639040052,-34.8359366,-7.1800948
JP_639040054,-34.8355604,-7.1810675
JP_639040055,-34.8355477,-7.1806084
JP_639040056,-34.8369431,-7.1805445
JP_639040057,-34.8372173,-7.1897534
JP_639040059,-34.8363148,-7.1898346
JP_639041892,-34.8300411,-7.18304
JP_639041893,-34.8300277,-7.182076
JP_639041894,-34.8300109,-7.1812591
JP_639041895,-34.8304595,-7.1812398
JP_639041896,-34.8294966,-7.181289
JP_639041897,-34.830495,-7.1820601
JP_639041902,-34.8295482,-7.182084
JP_639041904,-34.8295864,-7.1832143
JP_639041906,-34.8294592,-7.1800375
JP_639041910,-34.8295831,-7.1837925
JP_639041918,-34.8309678,-7.1827546
JP_639041920,-34.8305091,-7.1828637
JP_639041922,-34.8308964,-7.1799964
JP_639041923,-34.8304544,-7.180009
JP_639041925,-34.8327313,-7.1776372
JP_639041926,-34.8322526,-7.1776385
JP_639041927,-34.8317859,-7.1776472
JP_639041928,-34.8313084,-7.1776651
JP_639041929,-34.831808,-7.179003
JP_639041930,-34.8322754,-7.1789944
JP_639041932,-34.8303428,-7.1782586
JP_639041933,-34.8286356,-7.1783078
JP_639041934,-34.8303643,-7.1790376
JP_639041935,-34.8303495,-7.1785793
JP_639041936,-34.8313352,-7.1790177
JP_639041937,-34.8313165,-7.17853
JP_639041938,-34.8313232,-7.1770491
JP_639041939,-34.8308484,-7.1785433
JP_639041940,-34.8308075,-7.1770511
JP_639041945,-34.8271684,-7.1775095
JP_639041946,-34.8248302,-7.1775467
JP_639043675,-34.8276901,-7.1786165
JP_639043679,-34.827666,-7.1778554
JP_639043680,-34.8286504,-7.1790742
JP_639043681,-34.8281676,-7.1790769
JP_639043682,-34.8276968,-7.1790809
JP_639043683,-34.8272127,-7.1790969
JP_639043684,-34.8291258,-7.1839122
JP_639043685,-34.8290768,-7.1823774
JP_639043686,-34.8286996,-7.1840381
JP_639043687,-34.8285994,-7.1824273
JP_639043688,-34.8278819,-7.1824446
JP_639043689,-34.8268063,-7.1810368
JP_639043690,-34.8267742,-7.1798899
JP_639043691,-34.8263115,-7.1810435
JP_639043692,-34.8263034,-7.1805605
JP_639043693,-34.8263021,-7.1799072
JP_639043696,-34.8294657,-7.1804946
JP_639043697,-34.8282118,-7.1805286
JP_639043698,-34.8277277,-7.1805499
JP_639043699,-34.8281662,-7.1786072
JP_639043700,-34.8281381,-7.1778421
JP_639043701,-34.8271939,-7.1786218
JP_639043702,-34.8271798,-7.1779991
JP_639043703,-34.8257871,-7.178043
JP_639043704,-34.8271889,-7.1784735
JP_639043705,-34.8257884,-7.1785287
JP_639043706,-34.8272073,-7.1789531
JP_639043707,-34.8258032,-7.1789744
JP_639043709,-34.8272194,-7.1794095
JP_639043710,-34.8258086,-7.1794588
JP_639043711,-34.8272355,-7.1798733
JP_639043712,-34.8258314,-7.1799132
JP_639043714,-34.8261733,-7.1819762
JP_639043715,-34.8261559,-7.1814986
JP_639043716,-34.8261358,-7.1810402
JP_639043718,-34.8250582,-7.1815371
JP_639043719,-34.829506,-7.1814347
JP_639043720,-34.8277666,-7.1814799
JP_639043721,-34.8266293,-7.1815252
JP_639043722,-34.8272556,-7.1810235
JP_639043723,-34.8271792,-7.1778687
JP_639043724,-34.8295362,-7.1819503
JP_639043725,-34.8266588,-7.1819683
JP_639043726,-34.8250575,-7.1820122
JP_639043727,-34.8245982,-7.1821732
JP_639043728,-34.8258609,-7.1805711
JP_639043729,-34.8250307,-7.1805858
JP_639043731,-34.8239411,-7.180633
JP_639043733,-34.8294845,-7.1809583
JP_639043734,-34.8266146,-7.1810395
JP_639043735,-34.8250414,-7.1810675
JP_639043736,-34.8290097,-7.1800504
JP_639043737,-34.8291184,-7.1787748
JP_639043738,-34.829109,-7.1783025
JP_639043742,-34.8293772,-7.1782852
JP_639043744,-34.8293826,-7.1778009
JP_639043746,-34.8293819,-7.1772932
JP_639043750,-34.8298506,-7.1782666
JP_639043752,-34.8298399,-7.177254
JP_639043753,-34.8257683,-7.1775467
JP_639043760,-34.8304434,-7.1807654
JP_639043761,-34.8299941,-7.1807907
JP_639043762,-34.8294825,-7.180812
JP_639043763,-34.8299566,-7.1800233
JP_639043766,-34.8296388,-7.1787689
JP_639047342,-34.8281461,-7.1699024
JP_639047343,-34.8281354,-7.1691878
JP_639047344,-34.8277089,-7.1699197
JP_639047345,-34.8276848,-7.1691892
JP_639047346,-34.8276608,-7.1682521
JP_639047348,-34.8272073,-7.1699356
JP_639047350,-34.8271859,-7.1691985
JP_639047352,-34.8271901,-7.1682779
JP_639047359,-34.8267674,-7.1699317
JP_639047362,-34.8267205,-7.1692078
JP_639047364,-34.8267093,-7.1682741
JP_639047366,-34.8286021,-7.1691805
JP_639047367,-34.8239142,-7.1801513
JP_639047368,-34.8238821,-7.1796663
JP_639047369,-34.8238559,-7.179203
JP_639047370,-34.8253365,-7.1796357
JP_639047371,-34.8253419,-7.1801054
JP_639047372,-34.8253291,-7.1787709
JP_639047377,-34.8153704,-7.1838214
JP_639047386,-34.8245573,-7.1806017
JP_639047387,-34.825366,-7.1805805
JP_639047388,-34.8253325,-7.1791434
JP_639047389,-34.8252741,-7.177552
JP_639047390,-34.8257938,-7.1787775
JP_639047392,-34.8250897,-7.1839468
JP_639047393,-34.8250254,-7.1824965
JP_639047394,-34.8255886,-7.1853878
JP_639047395,-34.8255484,-7.1839215
JP_639047396,-34.8255269,-7.1824592
JP_639047397,-34.8260567,-7.1852135
JP_639047398,-34.8260265,-7.1839182
JP_639047399,-34.8259869,-7.1834439
JP_639047400,-34.8259702,-7.1824752
JP_639047401,-34.8266856,-7.1839003
JP_639047402,-34.8246136,-7.1839628
JP_639047403,-34.8241161,-7.1839655
JP_639047404,-34.824568,-7.1825045
JP_639047405,-34.8271215,-7.1824539
JP_639047406,-34.8271289,-7.1834013
JP_639047407,-34.8267265,-7.1850166
JP_639047408,-34.8266682,-7.1834213
JP_639047409,-34.8261894,-7.1824679
JP_639049471,-34.8452814,-7.1725982
JP_639049473,-34.8452787,-7.1721604
JP_639049479,-34.8444781,-7.173515
JP_639049481,-34.844301,-7.1730839
JP_639049484,-34.8440999,-7.1726394
JP_639049485,-34.8439027,-7.172187
JP_639049486,-34.8436922,-7.171732
JP_639049495,-34.8456683,-7.173497
JP_639049507,-34.8448898,-7.1716921
JP_639049512,-34.8431759,-7.1717559
JP_639049517,-34.8442307,-7.1712609
JP_639049518,-34.8429653,-7.1712995
JP_639049522,-34.8442125,-7.170718
JP_639049524,-34.8441978,-7.1701871
JP_639049528,-34.8427407,-7.1707673
JP_639049559,-34.8453994,-7.1734964
JP_639049562,-34.8439604,-7.1735383
JP_639049567,-34.8458916,-7.1747538
JP_639049574,-34.8454463,-7.1747618
JP_640379986,-34.8828779,-7.1753858
JP_640379992,-34.8822422,-7.1754617
JP_640380004,-34.8805444,-7.176292
JP_640380020,-34.8806919,-7.1772739
JP_640380026,-34.8804452,-7.1756127
JP_640380030,-34.8803566,-7.1750066
JP_640380042,-34.881054,-7.1748349
JP_640380046,-34.8820585,-7.1741603
JP_640380055,-34.8821403,-7.1747977
JP_640380121,-34.8830764,-7.1767144
JP_640380127,-34.8827894,-7.1748376
JP_640380134,-34.8826982,-7.1742122
JP_640380167,-34.8828028,-7.173338
JP_640380190,-34.8819606,-7.1734664
JP_640380206,-34.8837047,-7.1765634
JP_640380222,-34.8834465,-7.1747644
JP_640380243,-34.8843632,-7.1764071
JP_640380247,-34.884101,-7.1746753
JP_640380293,-34.8770092,-7.177715
JP_640380304,-34.8850103,-7.1762574
JP_640380308,-34.8847434,-7.1745848
JP_640380310,-34.8846468,-7.1739661
JP_640380328,-34.8820759,-7.1742867
JP_640380409,-34.8753271,-7.1776014
JP_640380426,-34.8756668,-7.1776206
JP_640380455,-34.8760024,-7.1776448
JP_640380481,-34.8763148,-7.1776614
JP_640380526,-34.8766673,-7.1776871
JP_640380570,-34.8784543,-7.1786119
JP_640380574,-34.8776121,-7.1783098
JP_640380592,-34.8784449,-7.1788593
JP_640380597,-34.8775055,-7.178534
JP_640380611,-34.8774599,-7.1789951
JP_640380679,-34.8773425,-7.1777416
JP_640380723,-34.876967,-7.1794694
JP_640380728,-34.8750995,-7.1793204
JP_640380734,-34.8737016,-7.179388
JP_640380747,-34.8750834,-7.1797981
JP_640380758,-34.875125,-7.17888
JP_640380777,-34.8770066,-7.1785267
JP_640380785,-34.8737383,-7.1783205
JP_640380803,-34.8784637,-7.1783617
JP_640380811,-34.8777884,-7.1780962
JP_640380882,-34.8790611,-7.1793949
JP_640380895,-34.8791175,-7.1776611
JP_640380957,-34.8774156,-7.1796597
JP_640380970,-34.8779145,-7.1777769
JP_640381009,-34.8784315,-7.1795033
JP_640381017,-34.8785052,-7.1778128
JP_640381048,-34.8769623,-7.179673
JP_640381058,-34.8769871,-7.1789944
JP_640381115,-34.8737028,-7.1787948
JP_640381166,-34.8797169,-7.1799311
JP_640381171,-34.877313,-7.1803343
JP_640381201,-34.8773392,-7.1808705
JP_640381222,-34.8773123,-7.179667
JP_640381249,-34.873694,-7.1808918
JP_640381280,-34.8765378,-7.1804321
JP_640381292,-34.8736846,-7.1803356
JP_640381428,-34.8758247,-7.183857
JP_640381437,-34.8758257,-7.1832922
JP_640381467,-34.8761704,-7.1838577
JP_640381480,-34.876163,-7.1832895
JP_640381558,-34.8797397,-7.1792921
JP_640381563,-34.8765345,-7.1798453
JP_640381624,-34.8747978,-7.1842169
JP_640381635,-34.8747884,-7.1836621
JP_640381688,-34.8744585,-7.1842209
JP_640381695,-34.8744492,-7.1836602
JP_640381722,-34.874095,-7.1842209
JP_640381730,-34.8740883,-7.1836581
JP_640381749,-34.876512,-7.1838639
JP_640381755,-34.8754804,-7.1838593
JP_640381760,-34.8751369,-7.183861
JP_640381778,-34.8754777,-7.1832947
JP_640381823,-34.8765149,-7.1832868
JP_640381842,-34.8751335,-7.1833002
JP_640381849,-34.8737282,-7.1833002
JP_640381867,-34.8764574,-7.1842016
JP_640381875,-34.8751391,-7.1842149
JP_640381879,-34.8751357,-7.1836621
JP_640381884,-34.875129,-7.1825644
JP_640381903,-34.8737175,-7.1836574
JP_640381946,-34.8710068,-7.1801289
JP_640381952,-34.8709783,-7.1796943
JP_640382027,-34.872656,-7.1818006
JP_640382031,-34.8725903,-7.1813455
JP_640382043,-34.8725958,-7.1808691
JP_640382047,-34.8726547,-7.1813389
JP_640382062,-34.872595,-7.1804042
JP_640382077,-34.8726551,-7.1808614
JP_640382081,-34.8700181,-7.1807428
JP_640382083,-34.8699557,-7.1802744
JP_640382090,-34.8725293,-7.1799331
JP_640382155,-34.8736994,-7.1812231
JP_640382160,-34.8716386,-7.1814745
JP_640382185,-34.8736994,-7.1816782
JP_640382192,-34.872597,-7.1818086
JP_640382198,-34.8717116,-7.181934
JP_640382214,-34.8726694,-7.1822809
JP_640411235,-34.8564199,-7.1750093
JP_640411239,-34.8592094,-7.1716262
JP_640411247,-34.862799,-7.1760473
JP_640411261,-34.8621418,-7.1769267
JP_640411281,-34.8581748,-7.1788141
JP_640411284,-34.8568954,-7.1776206
JP_640411303,-34.8580634,-7.1763797
JP_640411305,-34.8528975,-7.1814507
JP_640411310,-34.8541897,-7.1773178
JP_640411313,-34.8562142,-7.174851
JP_640411321,-34.8553021,-7.1741164
JP_640411349,-34.8636713,-7.1733992
JP_640411354,-34.8636217,-7.1722981
JP_640411360,-34.8650399,-7.17333
JP_640411362,-34.8649923,-7.1722622
JP_640411366,-34.8645853,-7.1733493
JP_640411369,-34.8645336,-7.1722782
JP_640411374,-34.8641239,-7.1733753
JP_640411380,-34.864081,-7.1722862
JP_640411405,-34.8787943,-7.1761183
JP_640411409,-34.8798296,-7.1758708
JP_640411414,-34.8632669,-7.1722835
JP_640411417,-34.8626862,-7.1734638
JP_640411427,-34.8654905,-7.1733081
JP_640411445,-34.8769999,-7.1740978
JP_640411448,-34.8747307,-7.1739534
JP_640411451,-34.8740431,-7.1738929
JP_640411457,-34.8769087,-7.1747218
JP_640411464,-34.8762905,-7.1746866
JP_640411468,-34.8754227,-7.1746447
JP_640411472,-34.8746891,-7.1746048
JP_640411479,-34.8768604,-7.175789
JP_640411484,-34.8753677,-7.1756985
JP_640411491,-34.8761952,-7.1757544
JP_640411516,-34.8809709,-7.1742428
JP_640411522,-34.8801284,-7.1732158
JP_640411528,-34.8745953,-7.1756386
JP_640411529,-34.8748031,-7.1729555
JP_640411530,-34.8741078,-7.1730273
JP_640411551,-34.8789981,-7.1740911
JP_640411563,-34.8779735,-7.1740259
JP_640411587,-34.8788385,-7.1758595
JP_640411589,-34.879674,-7.1747618
JP_640411590,-34.8775363,-7.1758449
JP_640411591,-34.8803285,-7.174493
JP_640411594,-34.8819351,-7.1732855
JP_640411686,-34.8739247,-7.1756187
JP_640418045,-34.8616469,-7.1738616
JP_640418054,-34.8626899,-7.172052
JP_640418072,-34.8611245,-7.1733234
JP_640418083,-34.8570979,-7.1684154
JP_640418089,-34.8595514,-7.1719063
JP_640418097,-34.8604171,-7.1712117
JP_640418100,-34.8593878,-7.1699962
JP_640418104,-34.85816,-7.1677947
JP_640418136,-34.8636518,-7.1728856
JP_640418177,-34.8650043,-7.175137
JP_640418179,-34.8646832,-7.174481
JP_640418181,-34.8643895,-7.1738716
JP_640418185,-34.8643304,-7.1762174
JP_640418187,-34.8630021,-7.1734492
JP_640418194,-34.8646617,-7.1756919
JP_640418197,-34.8635642,-7.1734065
JP_640418202,-34.8657218,-7.1732994
JP_640418209,-34.8649105,-7.1733367
JP_640433202,-34.8426394,-7.0929556
JP_644136260,-34.8443433,-7.0959021
JP_644144596,-34.8436372,-7.0971085
JP_644144600,-34.8431471,-7.0946756
JP_644144610,-34.8428755,-7.0949511
JP_644144616,-34.8417315,-7.0939484
JP_644144621,-34.8426775,-7.095164
JP_644144631,-34.8422793,-7.0952932
JP_644144639,-34.8410113,-7.0948574
JP_644147722,-34.8430035,-7.0968383
JP_644147724,-34.8430082,-7.0961097
JP_644147732,-34.8416138,-7.0968087
JP_644147739,-34.8416158,-7.0960591
JP_644147757,-34.8416153,-7.0965362
JP_644147760,-34.8401198,-7.0960455
JP_644147768,-34.8416119,-7.0958809
JP_644147771,-34.8404936,-7.0955155
JP_644147805,-34.841647,-7.0951269
JP_644147815,-34.8427543,-7.094836
JP_644147822,-34.8422639,-7.0951355
JP_644147825,-34.8417073,-7.0949758
JP_644147828,-34.8411099,-7.094703
JP_644147839,-34.8400024,-7.0969237
JP_644149550,-34.8456515,-7.0953445
JP_644149552,-34.8449971,-7.0953085
JP_644149558,-34.8455215,-7.0945633
JP_644149562,-34.8447568,-7.0934842
JP_644149581,-34.8441723,-7.093814
JP_644149585,-34.8461129,-7.0942209
JP_644149591,-34.8453243,-7.0931512
JP_662992559,-34.8958008,-7.1752807
JP_662992561,-34.8955125,-7.1740299
JP_662992562,-34.8953019,-7.1730566
JP_662992564,-34.8975845,-7.1784595
JP_662992566,-34.8965164,-7.1750618
JP_662992578,-34.8944745,-7.1788061
JP_662992607,-34.8937838,-7.1782932
JP_662992618,-34.8925898,-7.1787717
JP_662992623,-34.8937288,-7.1784701
JP_662992718,-34.8914583,-7.1774868
JP_662992727,-34.8915592,-7.177419
JP_662992728,-34.8917822,-7.1772964
JP_662992740,-34.8919961,-7.1772167
JP_662992769,-34.89106,-7.1766419
JP_662992773,-34.8904002,-7.1757145
JP_662992855,-34.898621,-7.1745161
JP_662992870,-34.8978118,-7.1746713
JP_662992944,-34.8936014,-7.1738974
JP_662992964,-34.8935038,-7.1734483
JP_662992980,-34.8895506,-7.1739042
JP_662992987,-34.8893845,-7.1732735
JP_662993021,-34.8901031,-7.1737722
JP_662993022,-34.8899482,-7.173136
JP_662993029,-34.8898289,-7.1726216
JP_662993045,-34.8910211,-7.1750345
JP_662993047,-34.8909023,-7.1745568
JP_662993049,-34.8907879,-7.1740968
JP_662993053,-34.8906725,-7.1736327
JP_662993055,-34.8905157,-7.1730024
JP_662993056,-34.8924748,-7.1746772
JP_662993059,-34.8923475,-7.1741976
JP_662993060,-34.8922442,-7.1737478
JP_662993061,-34.8921315,-7.1732748
JP_662993062,-34.8946813,-7.1726572
JP_662993063,-34.8947772,-7.1731237
JP_662993064,-34.8945371,-7.1726923
JP_662993065,-34.8943946,-7.1720508
JP_662993069,-34.8934975,-7.1729322
JP_662993079,-34.8951786,-7.1734998
JP_662993083,-34.8887627,-7.174658
JP_662993085,-34.8954598,-7.1724676
JP_662993088,-34.8886809,-7.1734112
JP_662993089,-34.8956289,-7.1717496
JP_662993280,-34.8973164,-7.1692934
JP_662993282,-34.8992411,-7.1754394
JP_662993285,-34.8999468,-7.1777115
JP_662993297,-34.8990952,-7.1756786
JP_663001945,-34.891233,-7.1821599
JP_663001948,-34.8890148,-7.1821466
JP_663001949,-34.8896854,-7.1819842
JP_663001950,-34.890144,-7.1818844
JP_663001951,-34.8895955,-7.1815345
JP_663001952,-34.8890894,-7.1816266
JP_663001953,-34.8886393,-7.1817234
JP_663001954,-34.8888807,-7.180631
JP_663001955,-34.8875396,-7.1819869
JP_663001956,-34.8869804,-7.1820601
JP_663001957,-34.8882249,-7.1834505
JP_663001958,-34.888072,-7.1823541
JP_663001962,-34.8909849,-7.1812298
JP_663001965,-34.8873997,-7.1809321
JP_663001966,-34.8876341,-7.1808852
JP_663001967,-34.8880492,-7.1793337
JP_663001968,-34.8866464,-7.1796131
JP_663001969,-34.8914422,-7.1811287
JP_663001974,-34.8907167,-7.1822577
JP_663001975,-34.8902493,-7.1823634
JP_663001976,-34.8894668,-7.1825204
JP_663001980,-34.8883892,-7.1807222
JP_663001982,-34.8905222,-7.1813336
JP_663001983,-34.8911227,-7.1797225
JP_663001984,-34.8915999,-7.1796224
JP_663001985,-34.8921356,-7.1795178
JP_663001986,-34.8876965,-7.1803556
JP_663001987,-34.8878065,-7.1798699
JP_663001989,-34.8867832,-7.1805246
JP_663001990,-34.8867162,-7.1800815
JP_663001991,-34.8908481,-7.1807601
JP_663001992,-34.8907542,-7.1802811
JP_663001993,-34.8906617,-7.179822
JP_663001994,-34.8904525,-7.1788188
JP_663001995,-34.8903869,-7.1808585
JP_663001996,-34.8902295,-7.1800764
JP_663001997,-34.8901949,-7.179907
JP_663001998,-34.8899965,-7.1789159
JP_663002000,-34.8897714,-7.1801715
JP_663002001,-34.891231,-7.1801866
JP_663002002,-34.8920216,-7.1800263
JP_663002003,-34.8899408,-7.1809542
JP_663002004,-34.891888,-7.1805153
JP_663002005,-34.8909017,-7.1787283
JP_663002006,-34.8908052,-7.1782413
JP_663002007,-34.8895352,-7.179009
JP_663002008,-34.8892227,-7.1798147
JP_663002009,-34.8890725,-7.1791008
JP_663002010,-34.8889645,-7.1785986
JP_663002011,-34.8928671,-7.178695
JP_663002012,-34.8926224,-7.1777383
JP_663002013,-34.8933238,-7.1785659
JP_663002014,-34.8930784,-7.1776265
JP_663002015,-34.8930582,-7.177089
JP_663002016,-34.8929486,-7.1766178
JP_663002023,-34.8915238,-7.1764968
JP_663002028,-34.8967044,-7.1782112
JP_663002029,-34.8974352,-7.1779893
JP_663002030,-34.8988894,-7.178055
JP_663002031,-34.8987432,-7.1775667
JP_663002032,-34.8978688,-7.1778368
JP_663002033,-34.8934217,-7.1794042
JP_663002034,-34.8930616,-7.1786418
JP_663002036,-34.8946756,-7.1794388
JP_663002037,-34.8950988,-7.1792771
JP_663002039,-34.8946193,-7.1808
JP_663002040,-34.895436,-7.1818898
JP_663002041,-34.8950565,-7.1806616
JP_663002045,-34.8958719,-7.181758
JP_663002047,-34.8954883,-7.1805179
JP_663002049,-34.895645,-7.1779686
JP_663002050,-34.8965593,-7.1777441
JP_663002051,-34.8971954,-7.1772461
JP_663002052,-34.8975965,-7.1769027
JP_663002054,-34.8988022,-7.1808386
JP_663002055,-34.89842,-7.1795839
JP_663002056,-34.8980163,-7.1783251
JP_663002057,-34.897618,-7.1812191
JP_663002058,-34.8972318,-7.1799524
JP_663002059,-34.8968388,-7.1786897
JP_663002060,-34.8925808,-7.1751916
JP_663002061,-34.8967396,-7.1814746
JP_663002062,-34.8963373,-7.1802465
JP_663002063,-34.895943,-7.1789851
JP_663002064,-34.8953466,-7.1770283
JP_663002065,-34.8948947,-7.1756866
JP_663002068,-34.8971714,-7.1813509
JP_663002070,-34.8967772,-7.1801054
JP_663002072,-34.8963869,-7.1788334
JP_663002077,-34.8996367,-7.1792153
JP_663002081,-34.8996753,-7.1805632
JP_663002082,-34.8992675,-7.1793244
JP_663002094,-34.899247,-7.1806973
JP_663002105,-34.8988411,-7.1794561
JP_663002112,-34.8984468,-7.1781881
JP_663002143,-34.8963104,-7.181613
JP_663002145,-34.8983838,-7.1809703
JP_663002150,-34.8959188,-7.1803809
JP_663002152,-34.8979868,-7.1797169
JP_663002159,-34.8993869,-7.1778993
JP_663004315,-34.897612,-7.1834412
JP_663004321,-34.8972814,-7.182394
JP_663004355,-34.8962984,-7.1823741
JP_663004361,-34.8978125,-7.1818924
JP_663004367,-34.8967925,-7.183545
JP_663004368,-34.8970856,-7.1833161
JP_663004369,-34.8952952,-7.181436
JP_663004373,-34.8984589,-7.1839056
JP_663004374,-34.8983469,-7.1835736
JP_663004375,-34.8982336,-7.1832403
JP_663004376,-34.897911,-7.1822064
JP_663004377,-34.8977186,-7.1815744
JP_663004378,-34.8975248,-7.1838118
JP_663004379,-34.8972841,-7.183537
JP_663004380,-34.8979104,-7.1833481
JP_663004381,-34.8965237,-7.1826442
JP_663004382,-34.8975791,-7.1823016
JP_663004383,-34.8977568,-7.1840992
JP_663004384,-34.8960663,-7.182104
JP_663004385,-34.8956372,-7.1822437
JP_663004387,-34.8980351,-7.1814786
JP_663004389,-34.8986882,-7.181267
JP_663004394,-34.8994204,-7.1835995
JP_663004395,-34.8987888,-7.1837978
JP_663005140,-34.8981196,-7.1717879
JP_663005142,-34.8990105,-7.17471
JP_663034759,-34.8766004,-7.1127273
JP_663034837,-34.8776249,-7.1135819
JP_663034938,-34.8797541,-7.1125823
JP_663034948,-34.8797683,-7.1118941
JP_663035004,-34.8792212,-7.1118983
JP_663035014,-34.8793821,-7.1112361
JP_663035037,-34.8801769,-7.1125099
JP_663035045,-34.8802034,-7.1118705
JP_663035054,-34.8800936,-7.1112022
JP_663035102,-34.8786018,-7.109519
JP_663035181,-34.8788304,-7.1084442
JP_663035186,-34.8796348,-7.1076684
JP_663035228,-34.8808951,-7.1130914
JP_663035234,-34.881733,-7.112843
JP_663035247,-34.8808077,-7.1124147
JP_663035254,-34.8806692,-7.1111164
JP_663035415,-34.8826253,-7.1092729
JP_663035482,-34.8814048,-7.1109779
JP_663035563,-34.8698129,-7.1161329
JP_663035574,-34.8689837,-7.1150264
JP_663035650,-34.8835346,-7.1114536
JP_663035716,-34.8820275,-7.1107115
JP_663035759,-34.8839066,-7.1124739
JP_663035791,-34.886004,-7.1135765
JP_663035805,-34.8861743,-7.1139651
JP_663035864,-34.8869991,-7.1136836
JP_663035914,-34.8815786,-7.1124188
JP_663036087,-34.87093,-7.1171124
JP_663036091,-34.8705907,-7.116492
JP_663036097,-34.8701629,-7.1158561
JP_663114506,-34.8597541,-7.1992447
JP_663114507,-34.8596889,-7.1968506
JP_663114508,-34.8596631,-7.1951267
JP_663114509,-34.8592544,-7.1968665
JP_663114510,-34.859199,-7.1951378
JP_663114511,-34.859092,-7.1992671
JP_663114512,-34.8590371,-7.1968692
JP_663114513,-34.8603983,-7.1992376
JP_663114514,-34.8603326,-7.1968479
JP_663114521,-34.8583907,-7.1968825
JP_663114522,-34.8583499,-7.195146
JP_663114523,-34.8577025,-7.1951629
JP_663114524,-34.8576638,-7.1935082
JP_663114533,-34.8571207,-7.1993134
JP_663114541,-34.860979,-7.1968479
JP_663114545,-34.8609402,-7.1950861
JP_663114559,-34.8557142,-7.1969597
JP_663114561,-34.8556703,-7.1952415
JP_663114570,-34.8545194,-7.1969825
JP_663114571,-34.8545061,-7.1952682
JP_663114577,-34.8551065,-7.1993519
JP_663114580,-34.855122,-7.196971
JP_663114622,-34.8550241,-7.1952512
JP_663114623,-34.8550139,-7.1936296
JP_663114624,-34.8603102,-7.1951036
JP_663114625,-34.8602693,-7.1933794
JP_663114626,-34.861616,-7.1950845
JP_663116981,-34.8635231,-7.1809796
JP_663116983,-34.8631704,-7.1805711
JP_663116985,-34.862984,-7.1796983
JP_663116986,-34.8629308,-7.1792656
JP_663116987,-34.8613451,-7.1812551
JP_663116989,-34.8612365,-7.1799365
JP_663116990,-34.8670127,-7.1842914
JP_663116992,-34.8682089,-7.1824446
JP_663116993,-34.8677717,-7.181951
JP_663116994,-34.8667538,-7.1837193
JP_663116995,-34.8688459,-7.1847086
JP_663116997,-34.8691376,-7.1844817
JP_663116999,-34.8694146,-7.1842848
JP_663117001,-34.8704191,-7.1847665
JP_663117002,-34.8697341,-7.1840468
JP_663117003,-34.8618507,-7.1808027
JP_663117004,-34.8709568,-7.1869765
JP_663117005,-34.8693185,-7.185597
JP_663117007,-34.8700248,-7.1850605
JP_663117008,-34.871533,-7.185739
JP_663117009,-34.8682203,-7.1852062
JP_663117011,-34.8685301,-7.1849614
JP_663117013,-34.869951,-7.1873518
JP_663117014,-34.8685871,-7.1861556
JP_663117015,-34.867881,-7.1854876
JP_663117016,-34.8697834,-7.1840094
JP_663117017,-34.8689595,-7.185874
JP_663117018,-34.8696774,-7.1853333
JP_663117019,-34.8710199,-7.1842755
JP_663117020,-34.8704714,-7.1871628
JP_663117021,-34.8713578,-7.1867583
JP_663117022,-34.8641032,-7.1791072
JP_663117023,-34.8622095,-7.179363
JP_663117024,-34.8619659,-7.1803246
JP_663117026,-34.8710078,-7.1840253
JP_663117027,-34.8737209,-7.1839402
JP_663117028,-34.865756,-7.1837512
JP_663117029,-34.8665607,-7.1833254
JP_663117030,-34.8660229,-7.1845496
JP_663117031,-34.8669282,-7.1841092
JP_663117032,-34.8620854,-7.1798446
JP_663117033,-34.8614296,-7.1824353
JP_663117034,-34.8645108,-7.1820621
JP_663117035,-34.8658325,-7.1818086
JP_663117037,-34.8642647,-7.1838005
JP_663117038,-34.8643854,-7.1829196
JP_663117040,-34.8656769,-7.1835091
JP_663117041,-34.8655032,-7.1826968
JP_663117045,-34.8623443,-7.1779133
JP_663117047,-34.8614551,-7.1787482
JP_663117048,-34.8630343,-7.177894
JP_663117051,-34.8635392,-7.1765408
JP_663117052,-34.8615852,-7.1818871
JP_663117053,-34.8655616,-7.1811886
JP_663117054,-34.8608744,-7.1770506
JP_663117055,-34.8619614,-7.1756153
JP_663117058,-34.8615222,-7.1754
JP_663117059,-34.863281,-7.1762893
JP_663117061,-34.8614488,-7.1770606
JP_663117063,-34.8611145,-7.1788387
