node_id,longitude,latitude
JP_2056507749,-34.8543286,-7.0993533
JP_2056507754,-34.8528439,-7.0993815
JP_2056507757,-34.8543244,-7.0996379
JP_2056507760,-34.8543347,-7.0999745
JP_2056507766,-34.8528157,-7.0996384
JP_2056507771,-34.8532529,-7.0999955
JP_2056507777,-34.8528346,-7.0999978
JP_2068572893,-34.8315736,-7.076519
JP_2068572898,-34.8306294,-7.0765361
JP_2068572902,-34.8324604,-7.080524
JP_2068572905,-34.8315967,-7.080918
JP_2068572908,-34.8341087,-7.084313
JP_2068572922,-34.837969,-7.0923734
JP_2068572925,-34.8379999,-7.0925617
JP_2068572932,-34.8343666,-7.0983434
JP_2068572936,-34.8379899,-7.0987497
JP_2068572939,-34.8386743,-7.098837
JP_2068572942,-34.8400263,-7.0989872
JP_2068572944,-34.8407006,-7.0990604
JP_2068572946,-34.84137,-7.099138
JP_2068572948,-34.8420505,-7.0992141
JP_2068572950,-34.8427318,-7.0992882
JP_2068572952,-34.843413,-7.0993697
JP_2068572955,-34.8351636,-7.0999525
JP_2068572958,-34.8357894,-7.100232
JP_2068572960,-34.8388649,-7.1004096
JP_2068572963,-34.8370271,-7.1007814
JP_2068572966,-34.8376431,-7.1010472
JP_2068572969,-34.8343062,-7.1012818
JP_2068572971,-34.8382618,-7.1013203
JP_2068572973,-34.8349056,-7.1015579
JP_2068572975,-34.8388898,-7.1016111
JP_2068572977,-34.8361553,-7.1020951
JP_2068572979,-34.8367793,-7.1023755
JP_2068572982,-34.8341599,-7.102771
JP_2068572985,-34.838031,-7.1029328
JP_2068572988,-34.8326611,-7.1038076
JP_2068572991,-34.8332559,-7.1041151
JP_2068572994,-34.8371974,-7.1042754
JP_2068572997,-34.8295237,-7.1046009
JP_2068573000,-34.8305987,-7.1053891
JP_2068573003,-34.8362797,-7.105655
JP_2068573006,-34.8311485,-7.1057526
JP_2068573009,-34.8316786,-7.1061352
JP_2068573012,-34.8313243,-7.1061272
JP_2068573015,-34.8310816,-7.1061413
JP_2068573020,-34.8308633,-7.1066784
JP_2068573023,-34.8304791,-7.1070636
JP_2068573026,-34.826726,-7.1100519
JP_2068573031,-34.8316935,-7.1110309
JP_2068573034,-34.8303245,-7.1118437
JP_2068808955,-34.8429908,-7.0613537
JP_2068808959,-34.8471254,-7.0652613
JP_2068808964,-34.8466118,-7.067251
JP_2068808968,-34.8464549,-7.0678978
JP_2068808978,-34.8306911,-7.0779949
JP_2068808990,-34.866513,-7.1011964
JP_2068808993,-34.8393041,-7.1072313
JP_2068808999,-34.879249,-7.1073346
JP_2068809009,-34.8670562,-7.1094778
JP_2068809014,-34.8681192,-7.1120937
JP_2068809032,-34.8714655,-7.1187354
JP_2068809053,-34.8838931,-7.1186907
JP_2068809060,-34.8708228,-7.1190018
JP_2068809063,-34.8717359,-7.1194203
JP_2068809068,-34.8847964,-7.1195184
JP_2068809077,-34.8711818,-7.1196972
JP_2068809080,-34.8714971,-7.1196578
JP_2068809084,-34.8889585,-7.1204699
JP_2068809090,-34.8873058,-7.1206942
JP_2068809101,-34.8779613,-7.1212994
JP_2068809105,-34.8844115,-7.1219228
JP_2068809109,-34.8825913,-7.1221522
JP_2068809113,-34.876674,-7.12284
JP_2068809132,-34.8775189,-7.124546
JP_2068809158,-34.8863316,-7.125667
JP_2068809162,-34.8830129,-7.1258638
JP_2068809165,-34.882995,-7.1259623
JP_2068809168,-34.8827277,-7.127797
JP_2068809171,-34.878867,-7.1291155
JP_2068809174,-34.8826741,-7.1290958
JP_2068809177,-34.8774438,-7.1291531
JP_2068809217,-34.8821701,-7.1350625
JP_2068809221,-34.882493,-7.1364734
JP_2068809228,-34.8774748,-7.1370116
JP_2068809232,-34.8424383,-7.1444773
JP_2068809236,-34.8202468,-7.1448754
JP_2068809239,-34.8217544,-7.144931
JP_2068809244,-34.8201555,-7.1462704
JP_2068809246,-34.821664,-7.1463632
JP_2068809248,-34.8739502,-7.1465268
JP_2068809251,-34.874606,-7.1466912
JP_2068809256,-34.8156028,-7.1468528
JP_2068809259,-34.8201116,-7.1470275
JP_2068809261,-34.8216359,-7.1470652
JP_2068809264,-34.8154928,-7.148286
JP_2068809267,-34.8169573,-7.1483499
JP_2068809270,-34.817029,-7.1483545
JP_2068809273,-34.8805176,-7.1483685
JP_2068809276,-34.8200509,-7.1484676
JP_2068809279,-34.8215509,-7.1485057
JP_2068809281,-34.8123941,-7.1495827
JP_2068809283,-34.8154103,-7.1497455
JP_2068809285,-34.8792643,-7.1496087
JP_2068809287,-34.8168794,-7.1498042
JP_2068809289,-34.8169442,-7.1498037
JP_2068809291,-34.8184449,-7.1498409
JP_2068809294,-34.8199472,-7.149924
JP_2068809296,-34.821458,-7.1499879
JP_2068809299,-34.812382,-7.1503322
JP_2068809302,-34.815356,-7.1504415
JP_2068809305,-34.8168404,-7.1505176
JP_2068809308,-34.8169242,-7.1505184
JP_2068809312,-34.8199034,-7.1506364
JP_2068809316,-34.8213999,-7.1506901
JP_2068809320,-34.8511945,-7.1509877
JP_2068809324,-34.8466795,-7.1517905
JP_2068809329,-34.8194329,-7.1537065
JP_2068809334,-34.8319265,-7.1538749
JP_2068809337,-34.8319067,-7.1545485
JP_2068809343,-34.8980217,-7.1572387
JP_2068809348,-34.8753081,-7.1582387
JP_2068809359,-34.819671,-7.1603498
JP_2068809365,-34.8184723,-7.1603903
JP_2068809393,-34.8184365,-7.1606438
JP_2068809420,-34.8227938,-7.1618707
JP_2068809423,-34.8504166,-7.164546
JP_2068809433,-34.891583,-7.165027
JP_2068809436,-34.8337546,-7.1649471
JP_2068809439,-34.8331431,-7.1649698
JP_2068809445,-34.8910929,-7.1652199
JP_2082812637,-34.8593264,-7.1351087
JP_2082812648,-34.8593596,-7.1349657
JP_2082818160,-34.8260237,-7.1167005
JP_2082818186,-34.8261854,-7.1173484
JP_2082818192,-34.8278002,-7.1162901
JP_2082818222,-34.8268988,-7.1164981
JP_2082818247,-34.8270476,-7.1171455
JP_2082818249,-34.8279404,-7.1169403
JP_2106608527,-34.8435069,-7.1569529
JP_2106608528,-34.842844,-7.1569401
JP_2106608529,-34.8434543,-7.1580142
JP_2106608926,-34.8346661,-7.153243
JP_2106610061,-34.8313444,-7.1538563
JP_2106610062,-34.8313057,-7.1545412
JP_2106610063,-34.831236,-7.1559466
JP_2106610064,-34.8311757,-7.1580524
JP_2106610066,-34.8312669,-7.1552254
JP_2106610868,-34.824615,-7.1587663
JP_2106610869,-34.8243894,-7.1570971
JP_2106611366,-34.8271192,-7.1115825
JP_2106611660,-34.8495268,-7.112918
JP_2106615024,-34.8561844,-7.1115479
JP_2106615025,-34.8568068,-7.1113333
JP_2106617586,-34.8619927,-7.10843
JP_2106622004,-34.8666412,-7.1668113
JP_2111531395,-34.8932748,-7.1208599
JP_2111531418,-34.8940077,-7.1231061
JP_2146379804,-34.8449154,-7.100015
JP_2146383127,-34.8456629,-7.1003019
JP_2146383143,-34.8447885,-7.1027006
JP_2146383167,-34.8450739,-7.1013149
JP_2146383205,-34.8456857,-7.1002585
JP_2146383220,-34.8455316,-7.1015795
JP_2146383225,-34.8444171,-7.1024808
JP_2146383244,-34.8458349,-7.1000459
JP_2146383263,-34.8450661,-7.1013307
JP_2146383269,-34.8462591,-7.1006554
JP_2146386551,-34.8454546,-7.1038715
JP_2146386552,-34.8449984,-7.1036071
JP_2156714873,-34.8447733,-7.1052138
JP_2156714878,-34.8445512,-7.1050868
JP_2160423703,-34.87932,-7.1183001
JP_2160423706,-34.880425,-7.1152506
JP_2208023101,-34.8561796,-7.1629908
JP_2249408586,-34.8808794,-7.1675936
JP_2249408768,-34.8801758,-7.1677193
JP_2249408870,-34.8800656,-7.166999
JP_2260312750,-34.8465391,-7.1357304
JP_2260312770,-34.8453005,-7.1353786
JP_2260337915,-34.8504478,-7.1391208
JP_2260366552,-34.8501878,-7.1081737
JP_2260366563,-34.8503797,-7.1090598
JP_2260366567,-34.8521608,-7.1075429
JP_2260366589,-34.8508195,-7.1101399
JP_2260366593,-34.8501641,-7.1094598
JP_2260366618,-34.8503843,-7.1092049
JP_2260366636,-34.8505338,-7.1104665
JP_2260366640,-34.8520877,-7.1078529
JP_2260366642,-34.8501535,-7.1091989
JP_2260366647,-34.8510448,-7.1078295
JP_2260366660,-34.8499838,-7.1104548
JP_2260366683,-34.8487891,-7.1095416
JP_2260366715,-34.8525503,-7.1058608
JP_2260366732,-34.8516494,-7.1097064
JP_2260366734,-34.8522762,-7.1069781
JP_2260366751,-34.8518928,-7.1079494
JP_2260366780,-34.8519313,-7.1076874
JP_2260366784,-34.8501798,-7.1089494
JP_2260366834,-34.8480122,-7.1096599
JP_2260366847,-34.8500584,-7.1075049
JP_2261759833,-34.866457,-7.1222108
JP_2261759840,-34.8661977,-7.1227701
JP_2261759850,-34.8667696,-7.1221497
JP_2261811302,-34.8461638,-7.175123
JP_2261811307,-34.8501188,-7.1738369
JP_2261811309,-34.8492229,-7.1738696
JP_2261811313,-34.8489842,-7.1734538
JP_2261811323,-34.8502036,-7.1732673
JP_2261811327,-34.8502086,-7.1727073
JP_2264579066,-34.8581775,-7.1260511
JP_2264586029,-34.879973,-7.1670237
JP_2264618728,-34.8317739,-7.1368789
JP_2264618731,-34.8341698,-7.1343351
JP_2264618739,-34.8219948,-7.1312734
JP_2264618745,-34.8308299,-7.1366202
JP_2264618746,-34.8281426,-7.1286772
JP_2264618748,-34.8239875,-7.1300444
JP_2264618750,-34.8264469,-7.1369817
JP_2264618751,-34.8297735,-7.1331199
JP_2264618757,-34.8278512,-7.1357087
JP_2264618759,-34.8288545,-7.1346494
JP_2264618760,-34.8330056,-7.1340157
JP_2264618761,-34.8293944,-7.1319016
JP_2264618765,-34.8284919,-7.1359391
JP_2264618770,-34.8325141,-7.1356816
JP_2264618773,-34.8282363,-7.1342889
JP_2264618776,-34.8306309,-7.1372535
JP_2264618783,-34.8285728,-7.1331529
JP_2264618785,-34.8289569,-7.1368089
JP_2264618788,-34.8344494,-7.136229
JP_2264618789,-34.8237403,-7.1299629
JP_2264618793,-34.8310909,-7.1392881
JP_2264618794,-34.8295945,-7.1337878
JP_2264618796,-34.8328046,-7.1347217
JP_2264618797,-34.8293021,-7.1347727
JP_2264618798,-34.8231262,-7.1316332
JP_2264629059,-34.8263611,-7.1372948
JP_2264629060,-34.8292045,-7.1312225
JP_2264629063,-34.8246472,-7.1364907
JP_2264629065,-34.8229694,-7.1376755
JP_2264629066,-34.8320385,-7.1313264
JP_2264629068,-34.8242864,-7.1375925
JP_2264629069,-34.8309171,-7.1341739
JP_2264629071,-34.8285986,-7.1300447
JP_2264629072,-34.8295896,-7.1317857
JP_2264629075,-34.8260097,-7.1385256
JP_2264629082,-34.8273028,-7.1340284
JP_2264629086,-34.8313911,-7.1335776
JP_2264629087,-34.8276331,-7.1328982
JP_2264629088,-34.8252033,-7.1378352
JP_2264629089,-34.82614,-7.1380241
JP_2264629090,-34.8267096,-7.1326237
JP_2264629091,-34.8250726,-7.1349652
JP_2264629092,-34.8231199,-7.1372673
JP_2264629101,-34.8282983,-7.1288297
JP_2264629103,-34.8268972,-7.131993
JP_2264629104,-34.8299459,-7.1349537
JP_2264629105,-34.8323201,-7.1321552
JP_2264629106,-34.8234113,-7.1361314
JP_2264629108,-34.8259635,-7.1317292
JP_2264629109,-34.8308606,-7.1280517
JP_2264629110,-34.8254545,-7.1335125
JP_2264629114,-34.8257992,-7.1323691
JP_2264629116,-34.8263729,-7.1337688
JP_2264629117,-34.8259963,-7.1352012
JP_2264629118,-34.8316189,-7.1324171
JP_2264629119,-34.8306151,-7.1351387
JP_2264629120,-34.8260711,-7.1307438
JP_2264629121,-34.8302398,-7.1339929
JP_2264629122,-34.8255206,-7.1367319
JP_2264629233,-34.826908,-7.1293251
JP_2264629234,-34.8278565,-7.1305561
JP_2264637584,-34.8283332,-7.1286554
JP_2264637832,-34.8275259,-7.1311923
JP_2264637833,-34.8272509,-7.1320821
JP_2264639995,-34.8327683,-7.1234245
JP_2264640011,-34.8339096,-7.1243001
JP_2264640035,-34.8343648,-7.1239379
JP_2264640080,-34.8343863,-7.1242945
JP_2264640121,-34.8346542,-7.1253788
JP_2264640133,-34.8335408,-7.1245955
JP_2264640679,-34.8226843,-7.1349952
JP_2264641924,-34.8086393,-7.1582571
JP_2264641925,-34.808654,-7.1578258
JP_2264641930,-34.8079223,-7.1602146
JP_2264651818,-34.8157404,-7.1527946
JP_2264651825,-34.8141895,-7.154743
JP_2264651831,-34.8176911,-7.1551031
JP_2264651856,-34.8186149,-7.1566359
JP_2264651858,-34.8137111,-7.1553512
JP_2264651883,-34.8164912,-7.1548721
JP_2264651887,-34.8157215,-7.1528318
JP_2264651914,-34.8149411,-7.152678
JP_2264651922,-34.8155846,-7.1527183
JP_2264651926,-34.8169945,-7.1547269
JP_2264651931,-34.8187229,-7.1566395
JP_2264651933,-34.815606,-7.1528495
JP_2264651935,-34.8104224,-7.1492122
JP_2264651937,-34.8178424,-7.1566074
JP_2264651955,-34.8180375,-7.1548945
JP_2264651961,-34.8158522,-7.1527032
JP_2264651963,-34.8159756,-7.1534903
JP_2264651965,-34.8153597,-7.1527033
JP_2264651967,-34.8178778,-7.1551679
JP_2264651969,-34.8164925,-7.1540765
JP_2264651974,-34.815803,-7.1537886
JP_2264651980,-34.8117912,-7.1483427
JP_2264651982,-34.8148605,-7.1541178
JP_2264651988,-34.8106032,-7.148328
JP_2264651990,-34.8177519,-7.1552022
JP_2264651992,-34.8162016,-7.1535216
JP_2264652004,-34.8105546,-7.1492132
JP_2264652026,-34.8179778,-7.1566166
JP_2264652037,-34.8178459,-7.155021
JP_2264652039,-34.8117277,-7.1492222
JP_2264652041,-34.8168567,-7.1545706
JP_2264652050,-34.8169431,-7.154498
JP_2264652052,-34.8142267,-7.1540955
JP_2264652053,-34.809872,-7.1468725
JP_2264652054,-34.8161547,-7.1534574
JP_2264652056,-34.8161144,-7.1536803
JP_2264652057,-34.8156902,-7.1526939
JP_2264652058,-34.8111266,-7.1492176
JP_2264652065,-34.8181124,-7.1549843
JP_2264652073,-34.8111831,-7.1483351
JP_2264652080,-34.8159552,-7.1535484
JP_2264652092,-34.8160292,-7.1536736
JP_2264669501,-34.8301863,-7.1319936
JP_2264669504,-34.8294457,-7.1291539
JP_2264669505,-34.8279781,-7.1377474
JP_2264669506,-34.8329258,-7.1316215
JP_2264669507,-34.8334337,-7.1347899
JP_2264669509,-34.8312454,-7.1353316
JP_2264669510,-34.831372,-7.130412
JP_2264669511,-34.8315176,-7.1297732
JP_2264669512,-34.8297353,-7.1292356
JP_2264669514,-34.8315438,-7.1343768
JP_2265454200,-34.8915864,-7.1197899
JP_2265454203,-34.8684335,-7.1069985
JP_2265454217,-34.8753797,-7.1085451
JP_2265454220,-34.8751249,-7.1078045
JP_2265454234,-34.8768397,-7.1062177
JP_2265454244,-34.8773622,-7.10702
JP_2265454250,-34.8744466,-7.1083667
JP_2265454259,-34.8764426,-7.1061527
JP_2265454261,-34.8752471,-7.1081504
JP_2265454264,-34.8738458,-7.1077226
JP_2265454268,-34.8903452,-7.1197301
JP_2265454270,-34.8687015,-7.1066543
JP_2265454271,-34.8689798,-7.1059859
JP_2265454272,-34.8739745,-7.1080686
JP_2265454273,-34.8704219,-7.1071982
JP_2265459240,-34.8528786,-7.1002627
JP_2265459244,-34.8532777,-7.10021
JP_2265459246,-34.8542567,-7.1009769
JP_2265459248,-34.8543569,-7.1016589
JP_2265459249,-34.85525,-7.1016556
JP_2265459253,-34.8552514,-7.1009774
JP_2265475703,-34.8776228,-7.1607017
JP_2265475710,-34.8772962,-7.1601435
JP_2265475727,-34.8767638,-7.1460983
JP_2265475750,-34.8762931,-7.1442247
JP_2265475758,-34.8774867,-7.1446878
JP_2265475787,-34.8765814,-7.1587903
JP_2265491973,-34.8544103,-7.1579318
JP_2265491977,-34.853842,-7.1597878
JP_2265491981,-34.8541153,-7.1587261
JP_2265491985,-34.8542602,-7.1598921
JP_2265491987,-34.853894,-7.1595658
JP_2265491989,-34.8543151,-7.1596789
JP_2265491991,-34.8543419,-7.1581167
JP_2265491999,-34.8540509,-7.1589577
JP_2265494010,-34.8482211,-7.1145146
JP_2265494011,-34.8463368,-7.114506
JP_2265494012,-34.8471995,-7.1113604
JP_2265494013,-34.8469815,-7.113492
JP_2265494014,-34.8463225,-7.115516
JP_2265494015,-34.8469358,-7.1165406
JP_2265494016,-34.8475647,-7.1196053
JP_2265494017,-34.8469802,-7.1145147
JP_2265494018,-34.848201,-7.1185731
JP_2265494019,-34.846948,-7.115518
JP_2265494020,-34.8464159,-7.1195968
JP_2265494021,-34.8463378,-7.1134915
JP_2265494022,-34.8469404,-7.118555
JP_2265494023,-34.8472113,-7.1132061
JP_2276169119,-34.8790222,-7.1270383
JP_2276169128,-34.8741634,-7.1289987
JP_2276169141,-34.8713592,-7.128996
JP_2276169143,-34.8703691,-7.1275399
JP_2276169151,-34.8779292,-7.1273965
JP_2276169158,-34.8790312,-7.1274556
JP_2276174960,-34.8683391,-7.1290113
JP_2276174988,-34.8686328,-7.1291065
JP_2276175013,-34.868454,-7.1292052
JP_2276175031,-34.8684152,-7.1287256
JP_2276175037,-34.8683968,-7.1292415
JP_2292226199,-34.8543634,-7.1580584
JP_2292226202,-34.8540834,-7.1588267
JP_2298986842,-34.8379073,-7.1622332
JP_2302426327,-34.8771826,-7.1473286
JP_2302426329,-34.8771836,-7.1507557
JP_2302426330,-34.8776329,-7.1512314
JP_2308234804,-34.8383372,-7.0957726
JP_2308234807,-34.8364985,-7.0957381
JP_2308269003,-34.8355544,-7.0917911
JP_2308269004,-34.8346632,-7.0918111
JP_2310458940,-34.8472034,-7.1123004
JP_2310458941,-34.8482269,-7.1155313
JP_2310458943,-34.846312,-7.1165461
JP_2310458944,-34.8482096,-7.1165547
JP_2310458945,-34.8462986,-7.1175131
JP_2310458946,-34.846927,-7.1175065
JP_2310458947,-34.8482236,-7.1175257
JP_2310458949,-34.8463087,-7.1185408
JP_2310458953,-34.8289004,-7.1306421
JP_2310458954,-34.8774947,-7.1380995
JP_2310458955,-34.876855,-7.1444523
JP_2313011990,-34.8314856,-7.1452191
JP_2330659770,-34.8409121,-7.0764672
JP_2330659821,-34.8410514,-7.0764807
JP_2330659823,-34.839925,-7.0842235
JP_2330659832,-34.8410747,-7.0764009
JP_2330659841,-34.8393536,-7.0816435
JP_2330659890,-34.840725,-7.0767806
JP_2330689132,-34.8341729,-7.1627938
JP_2330689146,-34.8340603,-7.1628223
JP_2330689172,-34.8339745,-7.1626441
JP_2330689174,-34.8341923,-7.1627625
JP_2330689244,-34.8339929,-7.1627846
JP_2330689251,-34.834103,-7.16258
JP_2330689255,-34.8341459,-7.1625943
JP_2330689287,-34.8378711,-7.1750332
JP_2372325414,-34.8276758,-7.130684
JP_2372325416,-34.8281201,-7.1306987
JP_2372325429,-34.8273923,-7.1308625
JP_2372325436,-34.8280594,-7.1309486
JP_2372325446,-34.8278789,-7.1310103
JP_2372325469,-34.8280079,-7.1311157
JP_2372481151,-34.8109086,-7.1509514
JP_2372481152,-34.8110093,-7.1510732
JP_2372481159,-34.8108672,-7.1517817
JP_2372481162,-34.8109276,-7.1521465
JP_2373881960,-34.8190037,-7.1576062
JP_2373881963,-34.8189896,-7.1581598
JP_2373881966,-34.8227981,-7.1589167
JP_2373881968,-34.8189843,-7.1602407
JP_2373881970,-34.8189005,-7.1602373
JP_2373881972,-34.8176557,-7.1602936
JP_2374053610,-34.8946923,-7.1524288
JP_2374206639,-34.8832972,-7.1087998
JP_2374334302,-34.879927,-7.1417716
JP_2374358048,-34.8661812,-7.1595893
JP_2375263172,-34.7986364,-7.1881807
JP_2375263179,-34.7989167,-7.1805698
JP_2375263198,-34.8039251,-7.1836435
JP_2375263200,-34.8044568,-7.1839934
JP_2375263202,-34.8037648,-7.1843134
JP_2375263206,-34.8048243,-7.1834821
JP_2375263207,-34.7986418,-7.1880556
JP_2375263211,-34.8042463,-7.1836687
JP_2375263227,-34.8045715,-7.1833374
JP_2375263230,-34.8039821,-7.184499
JP_2375263232,-34.7987451,-7.1810049
JP_2435851043,-34.833817,-7.0816127
JP_2435851044,-34.8330666,-7.081988
JP_2435851045,-34.8322935,-7.0823374
JP_2435864253,-34.8397587,-7.0853258
JP_2435864254,-34.8321513,-7.0823939
JP_2435864256,-34.8319568,-7.0817531
JP_2435864258,-34.834363,-7.0828571
JP_2435864263,-34.8376398,-7.0831525
JP_2435864264,-34.832504,-7.0829895
JP_2435864266,-34.8336111,-7.0831818
JP_2435868592,-34.8346082,-7.0924758
JP_2435868593,-34.8345385,-7.0911323
JP_2435868594,-34.8340698,-7.0875736
JP_2435868595,-34.8337526,-7.086314
JP_2446471433,-34.8349129,-7.1176827
JP_2475294843,-34.867716,-7.1291476
JP_2475294875,-34.857765,-7.1358021
JP_2489443273,-34.8644143,-7.1039668
JP_2489443289,-34.8661033,-7.1050857
JP_2489443295,-34.86638,-7.1051695
JP_2489453342,-34.8830885,-7.1200031
JP_2495070479,-34.8245764,-7.1092024
JP_2495070485,-34.8235194,-7.1102655
JP_2495070517,-34.8238804,-7.1208026
JP_2495070524,-34.8239188,-7.122895
JP_2495070530,-34.8235813,-7.1261569
JP_2495070533,-34.8233407,-7.127262
JP_2495070545,-34.8207573,-7.1339419
JP_2495070555,-34.8192727,-7.1364075
JP_2495070558,-34.8185855,-7.1373798
JP_2495070592,-34.8101668,-7.145394
JP_2522213100,-34.8807885,-7.1181158
JP_2522213101,-34.8811767,-7.1181471
JP_2522213103,-34.8830195,-7.1178098
JP_2522213104,-34.8754695,-7.118404
JP_2522213105,-34.874712,-7.1187704
JP_2522213106,-34.8739247,-7.1191328
JP_2522213109,-34.8765097,-7.1179128
JP_2522213111,-34.8786729,-7.1169194
JP_2522213112,-34.8803394,-7.1164006
JP_2522213113,-34.8687708,-7.1198728
JP_2530773820,-34.8816051,-7.1212673
JP_2530783488,-34.8462334,-7.1321571
JP_2530783494,-34.8464794,-7.1327987
JP_2530783500,-34.8487928,-7.1340529
JP_2530783503,-34.8491448,-7.1343749
JP_2530783504,-34.8494723,-7.1347195
JP_2530783506,-34.8497419,-7.1350921
JP_2530783508,-34.8499598,-7.1354727
JP_2530783510,-34.8501389,-7.1358905
JP_2530783512,-34.8503172,-7.1363164
JP_2530783515,-34.8502246,-7.136735
JP_2530783516,-34.8504602,-7.1368542
JP_2530783517,-34.8510857,-7.1371421
JP_2530795508,-34.8709601,-7.1205024
JP_2530795512,-34.8505499,-7.1371477
JP_2530845066,-34.8896557,-7.1160872
JP_2530845068,-34.8898483,-7.1173273
JP_2530845079,-34.8901111,-7.1179027
JP_2530845081,-34.8899284,-7.1181639
JP_2530845084,-34.889907,-7.1182801
JP_2530845086,-34.889667,-7.1183075
JP_2530859780,-34.8457989,-7.135449
JP_2530859784,-34.8459124,-7.1354986
JP_2530859788,-34.8459174,-7.1355215
JP_2530859789,-34.8457515,-7.1355579
JP_2530859792,-34.8457617,-7.1355768
JP_2530859794,-34.8458671,-7.1356054
JP_2530859795,-34.8461903,-7.1356353
JP_2530859797,-34.8458394,-7.1356126
JP_2530859799,-34.845713,-7.1357532
JP_2530859802,-34.8453722,-7.1369411
JP_2530859805,-34.8472877,-7.1375147
JP_2530859815,-34.849762,-7.1386581
JP_2530859823,-34.8505439,-7.1387901
JP_2530859837,-34.8490878,-7.1415042
JP_2530859848,-34.8491641,-7.1415481
JP_2530859851,-34.8493175,-7.1416239
JP_2530859853,-34.8491528,-7.1415967
JP_2530859858,-34.8513824,-7.142212
JP_2531218257,-34.823938,-7.120799
JP_2531218260,-34.8239819,-7.1220827
JP_2531218264,-34.8239692,-7.1228966
JP_2531218271,-34.8237775,-7.1252946
JP_2531218281,-34.8236296,-7.1261655
JP_2531218288,-34.8234006,-7.1272761
JP_2531218304,-34.8230386,-7.1284927
JP_2531218306,-34.822663,-7.1295283
JP_2531218315,-34.8236989,-7.1318032
JP_2531218325,-34.8218585,-7.1316291
JP_2531218330,-34.8208014,-7.1339646
JP_2531218334,-34.8186333,-7.1374085
JP_2531218337,-34.8177232,-7.1386054
JP_2531218341,-34.81671,-7.139811
JP_2531218343,-34.8154927,-7.1412132
JP_2531218351,-34.8174206,-7.1418228
JP_2531218355,-34.8148721,-7.1418919
JP_2531218439,-34.8124303,-7.1441531
JP_2531218441,-34.8109742,-7.1451337
JP_2531218443,-34.8101978,-7.1454745
JP_2531218498,-34.7990735,-7.1468933
JP_2531218526,-34.7976915,-7.1489185
JP_2531218528,-34.7976882,-7.1489645
JP_2531218534,-34.7980084,-7.1490335
JP_2531218536,-34.7981576,-7.1490434
JP_2531218538,-34.7983146,-7.1490539
JP_2531218554,-34.7979757,-7.1495163
JP_2531218556,-34.7980198,-7.1495192
JP_2531218558,-34.7981249,-7.1495262
JP_2531218560,-34.7982819,-7.1495367
JP_2531218572,-34.7975619,-7.1496523
JP_2531235987,-34.8737155,-7.1154795
JP_2531235989,-34.874722,-7.116622
JP_2531235996,-34.8755311,-7.1183789
JP_2531236003,-34.8782303,-7.1186794
JP_2531236005,-34.8770005,-7.1190307
JP_2531236007,-34.8759605,-7.1192722
JP_2531236009,-34.87599,-7.1193295
JP_2531236012,-34.875931,-7.1193554
JP_2531236014,-34.8751438,-7.1197207
JP_2531236016,-34.8743619,-7.1200894
JP_2531236024,-34.8765975,-7.1206496
JP_2531236026,-34.876712,-7.1208834
JP_2531236028,-34.8782789,-7.1210874
JP_2531236030,-34.877925,-7.1212257
JP_2531236032,-34.8769972,-7.1215059
JP_2531236034,-34.8769435,-7.1215392
JP_2531236036,-34.8770367,-7.1215831
JP_2531236037,-34.8762445,-7.1220589
JP_2531236038,-34.8777731,-7.1231472
JP_2531236041,-34.8782605,-7.1242
JP_2531236045,-34.8729239,-7.1244778
JP_2531236047,-34.8728532,-7.1245148
JP_2531236050,-34.8715429,-7.1251741
JP_2531236052,-34.8786213,-7.1250597
JP_2531236054,-34.8710494,-7.1254256
JP_2531341403,-34.8383748,-7.1598448
JP_2531341413,-34.8403957,-7.1683123
JP_2531593466,-34.818577,-7.1543188
JP_2531593471,-34.8188791,-7.1548312
JP_2531593475,-34.8210195,-7.1603697
JP_2531593516,-34.8186503,-7.1615454
JP_2531593518,-34.8226288,-7.1617257
JP_2531593530,-34.827378,-7.1639149
JP_2531644833,-34.8737101,-7.1373623
JP_2531644836,-34.8738731,-7.1379487
JP_2533629036,-34.8366199,-7.124202
JP_2533629037,-34.836509,-7.1244615
JP_2533629038,-34.836614,-7.1245162
JP_2533629039,-34.8371327,-7.1245297
JP_2533629040,-34.8384499,-7.1246258
JP_2533629043,-34.8378121,-7.1247034
JP_2533629048,-34.8367633,-7.1254797
JP_2534799234,-34.894233,-7.1766086
JP_2534799237,-34.8998563,-7.1788731
JP_2534871525,-34.8728807,-7.1198192
JP_2534871528,-34.872874,-7.119923
JP_2534871531,-34.8727244,-7.1201053
JP_2534871533,-34.8726976,-7.1201905
JP_2534871534,-34.8729886,-7.1206443
JP_2534871535,-34.8729141,-7.1206755
JP_2534871536,-34.8730288,-7.1207281
JP_2534871537,-34.8729584,-7.1207587
JP_2534871538,-34.873517,-7.1217248
JP_2534871539,-34.873448,-7.1217587
JP_2534871558,-34.8848668,-7.169784
JP_2534871559,-34.8847917,-7.1702038
JP_2534871561,-34.8851019,-7.1705407
JP_2534871563,-34.8864479,-7.1710986
JP_2534871565,-34.8862618,-7.1718387
JP_2534885346,-34.8944624,-7.1543898
JP_2534907264,-34.8638808,-7.1857326
JP_2534907265,-34.8638163,-7.1861822
JP_2534907267,-34.8637285,-7.1866617
JP_2536494513,-34.8940225,-7.1509207
JP_2536494514,-34.8933218,-7.1511755
